_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
485,1720,BE-00622,31,Tichester Rd,Bathurst St,East,Tichester Rd,South,06872,12,None,Standard,Existing,B2106872,,"{'type': 'MultiPoint', 'coordinates': [[-79.4190426632875, 43.6852602948318]]}"
486,1721,BE-00624,50,Yorkdale Rd,Yorkdale 401 Allen N Ramp,South,Yorkdale Rd,East,06748,08,None,Mini,Existing,B1506748,,"{'type': 'MultiPoint', 'coordinates': [[-79.4476583246682, 43.7256507991166]]}"
487,1723,BE-02383,800,Milner Ave,Murison Blvd,East,Milner Ave,North,T9723,25,None,Mini,Existing,B42T9723,,"{'type': 'MultiPoint', 'coordinates': [[-79.2024537306131, 43.7992491730018]]}"
488,1724,BE-02389,170,Spadina Ave,Spadina Ave,West,Queen St W,North,14938,10,None,Mini,Existing,B2014938,,"{'type': 'MultiPoint', 'coordinates': [[-79.3967393507634, 43.6492329366842]]}"
489,1725,BE-02386,800,Fleet St,Strachan Ave,East,Fleet St,North,T11991,10,CityPlace and Fort York,Standard,Existing,B1911991,,"{'type': 'MultiPoint', 'coordinates': [[-79.4096071667135, 43.636520647733]]}"
490,1726,BE-00388,1446,Gerrard St E,Gerrard St E,North,Craven Rd,West,03614,14,Gerrard India Bazaar,Mini,Existing,B3003614,,"{'type': 'MultiPoint', 'coordinates': [[-79.3214895658221, 43.6724557447122]]}"
491,1727,BE-00390,1169,Danforth Ave,Danforth Ave,South,Greenwood Ave,West,00600,14,Danforth Mosaic,Standard,Existing,B3000600,,"{'type': 'MultiPoint', 'coordinates': [[-79.3325255894634, 43.6813177347334]]}"
492,1728,BE-00391,52,Mabelle Ave,Dundas St W,South,Mabelle Ave,East,06634,03,Village of Islington,Standard,Existing,B0506634,,"{'type': 'MultiPoint', 'coordinates': [[-79.5301323226479, 43.6470399158232]]}"
493,1729,BE-00394,9,Haldon Ave,Haldon Ave,East,Cosburn Ave,North,T2228,19,None,Standard,Existing,B3102228,,"{'type': 'MultiPoint', 'coordinates': [[-79.3114609773892, 43.6979331550781]]}"
494,1730,BE-00396,34,Leith Hill Rd,Don Mills Rd,West,Leith Hill Rd,North,02184,17,None,Standard,Existing,B3302184,,"{'type': 'MultiPoint', 'coordinates': [[-79.3481871796904, 43.7773786713043]]}"
495,1731,BE-00403,3015,Danforth Ave,Danforth Ave,South,Victoria Park Ave,West,02147,19,Danforth Village,Standard,Existing,B3202147,,"{'type': 'MultiPoint', 'coordinates': [[-79.2888560875088, 43.6909978738963]]}"
496,1732,BE-00406,2000-2016,Weston Rd,Weston Rd,West,Little Ave,North,06551,05,Weston Village,Standard,Existing,B1106551,,"{'type': 'MultiPoint', 'coordinates': [[-79.5204685949884, 43.7012248117207]]}"
497,1733,BE-00412,1700,Sheppard Ave E,Don Mills Rd,East,Sheppard Ave E,North,01247,17,None,Standard,Existing,B3301247,,"{'type': 'MultiPoint', 'coordinates': [[-79.3471057133854, 43.7758344848424]]}"
498,1736,BE-00420,561,Van Horne Ave,Van Horne Ave,South,Lucifer Dr,West,01266,17,None,Standard,Existing,B3301266,,"{'type': 'MultiPoint', 'coordinates': [[-79.338019903433, 43.7873123363772]]}"
499,1737,BE-00422,524,Rexdale Blvd,Rexdale Blvd,North,Queen's Plate Dr,East,04484,01,None,Standard,Existing,B0204484,,"{'type': 'MultiPoint', 'coordinates': [[-79.6024232589879, 43.7190853913201]]}"
500,1738,BE-00425,1500,Don Mills Rd,Don Mills Rd,West,York Mills Rd,South,03841,16,None,Standard,Existing,B3403841,,"{'type': 'MultiPoint', 'coordinates': [[-79.3472326132055, 43.7553832676989]]}"
501,1739,BE-00429,1441,Lawrence Ave E,Lawrence Ave E,South,Carnforth Rd,East,03944,16,None,Standard,Existing,B3403944,,"{'type': 'MultiPoint', 'coordinates': [[-79.3138695067914, 43.7413877722759]]}"
502,1740,BE-00433,110,Sweeney Dr,Sweeney Dr,North,Gretna Ave,West,01291,16,None,Standard,Existing,B3401291,,"{'type': 'MultiPoint', 'coordinates': [[-79.3156479736796, 43.7354157527371]]}"
503,1741,BE-00435,51-81,Underhill Dr,Underhill Dr,East,Doonaree Dr,South,01295,16,None,Standard,Existing,B3401295,,"{'type': 'MultiPoint', 'coordinates': [[-79.3258114348264, 43.7453094488605]]}"
504,1742,BE-00437,3329D,Danforth Ave,Danforth Ave,South,August Ave,West,03045,20,Crossroads of the Danforth,Standard,Existing,B3503045,,"{'type': 'MultiPoint', 'coordinates': [[-79.2813280857089, 43.6926868462479]]}"
505,1743,BE-00438,109,Scarborough Golf Club Rd,Scarborough Golf Club Rd,West,Chandler Dr,South,01455,24,None,Standard,Existing,B3801455,,"{'type': 'MultiPoint', 'coordinates': [[-79.216716849722, 43.7646982784635]]}"
506,1744,BE-00237,550,Gerrard St E,Broadview Ave,West,Simpson Ave,North,T1763,14,None,Standard,Existing,B3001763,,"{'type': 'MultiPoint', 'coordinates': [[-79.3532175111085, 43.6665874739461]]}"
507,1745,BE-00241,215,Spadina Ave,Spadina Ave,East,Sullivan St,South,04135,10,Chinatown,Standard,Existing,B2004135,,"{'type': 'MultiPoint', 'coordinates': [[-79.3969452547747, 43.6507402654072]]}"
508,1746,BE-00245,1644,Bayview Ave,Bayview Ave,West,Manor Rd E,North,01869,15,Bayview Leaside,Mini,Existing,B2201869,,"{'type': 'MultiPoint', 'coordinates': [[-79.3758054397425, 43.7070890536509]]}"
509,1747,BE-00247,245,Eglinton Ave E,Eglinton Ave E,South,Taunton Rd,West,01864,15,Mount Pleasant Village,Standard,Temporarily Removed,B2201864,,"{'type': 'MultiPoint', 'coordinates': [[-79.3893087895562, 43.7085011668554]]}"
510,1748,BE-00251,4979,Bathurst St,Bathurst St,East,Brenthall Ave,North,03328,18,None,Standard,Existing,B2303328,,"{'type': 'MultiPoint', 'coordinates': [[-79.4432347992193, 43.7754875642394]]}"
511,1749,BE-00255,1,Kenton Dr,Bathurst St,East,Kenton Dr,South,03120,18,None,Standard,Existing,B2303120,,"{'type': 'MultiPoint', 'coordinates': [[-79.4438590270045, 43.7778999047858]]}"
512,1750,BE-00260,3066,Bayview Ave,Bayview Ave,West,Mckee Ave,North,01878,18,None,Standard,Existing,B2301878,,"{'type': 'MultiPoint', 'coordinates': [[-79.3907920012591, 43.7782101877602]]}"
513,1751,BE-00261,500,Sheppard Ave E,Bayview Ave,West,Sheppard Ave E,North,03548,18,None,Standard,Existing,B2303548,,"{'type': 'MultiPoint', 'coordinates': [[-79.388324574806, 43.7670070929471]]}"
514,1752,BE-00096,165,The Queensway,The Queensway,South,Park Lawn Rd,East,01774,03,None,Standard,Existing,B0501774,,"{'type': 'MultiPoint', 'coordinates': [[-79.4890323866345, 43.6291958283909]]}"
515,1753,BE-00533,5553,Dundas St W,Dundas St W,South,Billingham Rd,West,05931,03,None,Mini,Existing,B0505931,,"{'type': 'MultiPoint', 'coordinates': [[-79.5492985746059, 43.6303242571226]]}"
516,1754,BE-00535,4869,Dundas St W,Dundas St W,South,Islington Ave,West,05936,03,Village of Islington,Mini,Existing,B0505936,,"{'type': 'MultiPoint', 'coordinates': [[-79.5267307959734, 43.6507794871858]]}"
517,1756,BE-00539,1633,The Queensway,The East Mall,East,The Queensway,South,06266,03,None,Mini,Existing,B0506266,,"{'type': 'MultiPoint', 'coordinates': [[-79.5459804859624, 43.6161422084506]]}"
518,1780,BE-02365,None,None,Rogers Rd,South,Kane Ave,West,14759,09,Rogers Road,Mini,Existing,B1714759,,"{'type': 'MultiPoint', 'coordinates': [[-79.4667467138248, 43.6819614281575]]}"
519,1783,BE-02368,15,Provost Dr,Provost Dr,West,Esther Shiner Blvd,South,14749,17,None,Mini,Existing,B2414749,,"{'type': 'MultiPoint', 'coordinates': [[-79.3704649864201, 43.7680525194166]]}"
520,1785,BE-02370,719,Pharmacy Ave,Pharmacy Ave,East,Knightsbridge Rd,South,14865,20,None,Mini,Existing,B3514865,,"{'type': 'MultiPoint', 'coordinates': [[-79.29342730517, 43.7160219653851]]}"
521,1786,BE-02380,752,St Clair Ave W,St Clair Ave W,North,Arlington Ave,East,14929,12,Hillcrest Village,Standard,Temporarily Removed,B2114929,,"{'type': 'MultiPoint', 'coordinates': [[-79.4281842786553, 43.6812951161559]]}"
522,1787,BE-02378,812,St Clair Ave W,St Clair Ave W,North,Atlas Ave,East,14931,12,Hillcrest Village,Standard,Existing,B2114931,,"{'type': 'MultiPoint', 'coordinates': [[-79.4303704188439, 43.6808316049196]]}"
523,1788,BE-02379,747,St Clair Ave W,St Clair Ave W,South,Arlington Ave,East,14930,12,Hillcrest Village,Standard,Existing,B2114930,,"{'type': 'MultiPoint', 'coordinates': [[-79.4282589212537, 43.6810541438881]]}"
524,1789,BE-02375,745,St Clair Ave W,St Clair Ave W,South,Arlington Ave,West,14932,12,Hillcrest Village,Standard,Existing,B2114932,,"{'type': 'MultiPoint', 'coordinates': [[-79.4280813826609, 43.6810990298879]]}"
525,1790,BE-02376,798,St Clair Ave W,St Clair Ave W,North,Arlington Ave,West,14926,12,Hillcrest Village,Standard,Existing,B2114926,,"{'type': 'MultiPoint', 'coordinates': [[-79.4299130755243, 43.680929061678]]}"
526,1791,BE-02373,None,None,Guildwood Pkwy,North,Scarcliff Gdns,East,14934,24,None,Mini,Existing,B4314934,,"{'type': 'MultiPoint', 'coordinates': [[-79.1829397189939, 43.7513291498957]]}"
527,1792,BE-02372,4430,Sheppard Ave E,Sheppard Ave E,North,Brimley Rd,East,14935,23,Sheppard East Village,Standard,Existing,B4114935,,"{'type': 'MultiPoint', 'coordinates': [[-79.267931340431, 43.7878351939558]]}"
528,1793,BE-02480,713,Soudan Ave,Bayview Ave,West,Soudan Ave,South,15358,15,Bayview Leaside,Standard,Temporarily Removed,B2215358,,"{'type': 'MultiPoint', 'coordinates': [[-79.3763159963329, 43.7084914199534]]}"
529,1803,BE-02535,548,Gerrard St E,Gerrard St E,North,St Matthews Rd,East,T1108,14,None,Standard,Existing,B3001108,,"{'type': 'MultiPoint', 'coordinates': [[-79.3547950650647, 43.6650375684572]]}"
530,1804,BE-02538,1928,Danforth Ave,Danforth Ave,North,East Lynn Ave,West,15507,19,Danforth Mosaic,Standard,Existing,B1915507,,"{'type': 'MultiPoint', 'coordinates': [[-79.3161412992592, 43.6850466232377]]}"
531,1805,BE-02536,55,Provost Dr,Provost Dr,East,Esther Shiner Blvd,North,15524,17,None,Standard,Existing,B1715524,,"{'type': 'MultiPoint', 'coordinates': [[-79.370534674124, 43.7686943010516]]}"
532,1806,BE-02533,2924,Eglinton Ave E,Eglinton Ave E,North,Torrance Rd,West,T1040,21,None,Standard,Existing,B3601040,,"{'type': 'MultiPoint', 'coordinates': [[-79.2357228981331, 43.7395997469526]]}"
533,1807,BE-02544,3717,Sheppard Ave E,Birchmount Rd,East,Sheppard Ave E,South,15828,22,None,Standard,Existing,B2215828,,"{'type': 'MultiPoint', 'coordinates': [[-79.2977256981697, 43.7808080397804]]}"
534,1808,BE-02545,3609,Sheppard Ave E,Sheppard Ave E,South,Birchmount Rd,West,15827,22,None,Standard,Existing,B2215827,,"{'type': 'MultiPoint', 'coordinates': [[-79.2983254766657, 43.7808380383889]]}"
535,1809,BE-02546,3600,Sheppard Ave E,Birchmount Rd,West,Sheppard Ave E,North,15826,22,None,Standard,Temporarily Removed,B2215826,,"{'type': 'MultiPoint', 'coordinates': [[-79.2985092599031, 43.7812700037877]]}"
536,1810,BE-02547,77,Bedle Ave,Don Mills Rd,West,Bedle Ave,North,15799,17,None,Standard,Existing,B1715799,,"{'type': 'MultiPoint', 'coordinates': [[-79.3548398796266, 43.7980933902681]]}"
537,1812,BE-02552,1871,O'Connor Dr,O'Connor Dr,South,Cranborne Ave,West,15830,16,None,Standard,Existing,B1615830,,"{'type': 'MultiPoint', 'coordinates': [[-79.3034982720497, 43.7222472543558]]}"
538,1813,BE-02559,1,University Ave,University Ave,North,York St,West,15875,10,Toronto Downtown West,Standard,Existing,B1015875,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829313507006, 43.6455858239804]]}"
539,1814,BE-02561,1,University Ave,University Ave,North,York Ave,West,15876,10,Toronto Downtown West,Standard,Existing,B1015876,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829275891082, 43.6456206914276]]}"
540,1815,BE-02564,1,University Ave,University Ave,North,York St,West,15877,10,Toronto Downtown West,Standard,Existing,B1015877,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829014337879, 43.6456337976344]]}"
541,1816,BE-02562,1,University Ave,University Ave,North,York St,West,15879,10,Toronto Downtown West,Standard,Existing,B1015879,,"{'type': 'MultiPoint', 'coordinates': [[-79.3828303015546, 43.6456498642013]]}"
542,1817,BE-02416,45,Sunrise Ave,O'Connor Dr,East,Sunrise Ave,South,15102,19,None,Mini,Existing,B3415102,,"{'type': 'MultiPoint', 'coordinates': [[-79.3044099194079, 43.7186507850648]]}"
543,1819,BE-02418,1266,Queen St W,Queen St W,North,Noble St,East,15081,04,Parkdale Village,Mini,Existing,B1415081,,"{'type': 'MultiPoint', 'coordinates': [[-79.4292448079138, 43.6421632127706]]}"
544,1820,BE-02421,296,Mill Rd,Mill Rd,West,Burnhamthorpe Rd,South,15085,02,None,Standard,Existing,B0315085,,"{'type': 'MultiPoint', 'coordinates': [[-79.5827404698158, 43.6379677076681]]}"
545,1821,BE-02422,291,Mill Rd,Mill Rd,East,Markland Dr,North,15086,02,None,Standard,Existing,B0315086,,"{'type': 'MultiPoint', 'coordinates': [[-79.5806096366311, 43.6367382281326]]}"
546,1822,BE-02423,120,North Queen St,North Queen St,North,The East Mall,East,15087,03,None,Mini,Existing,B0515087,,"{'type': 'MultiPoint', 'coordinates': [[-79.5491046116876, 43.6206465928672]]}"
547,1823,BE-02424,197,North Queen St,North Queen St,East,The Queensway,North,15089,03,None,Standard,Existing,B0515089,,"{'type': 'MultiPoint', 'coordinates': [[-79.5563441513306, 43.615078346766]]}"
548,1824,BE-02426,1209,King St W,King St W,South,Dufferin St,East,15093,10,None,Standard,Existing,B1415093,,"{'type': 'MultiPoint', 'coordinates': [[-79.4270535091571, 43.6389251565295]]}"
549,1825,BE-02427,1,Roncesvalles Ave,Roncesvalles Ave,East,Queen St W,North,15095,04,Parkdale Village,Mini,Temporarily Removed,B1415095,,"{'type': 'MultiPoint', 'coordinates': [[-79.4460541517978, 43.6389439021405]]}"
550,1826,BE-02428,802,Queen St E,Queen St E,North,Boulton Ave,East,15174,14,Riverside District,Mini,Existing,B301574,,"{'type': 'MultiPoint', 'coordinates': [[-79.3466365281776, 43.6596536985944]]}"
551,1827,BE-02429,806,Queen St E,Queen St E,North,Boulton Ave,East,15175,14,Riverside District,Mini,Existing,B3015175,,"{'type': 'MultiPoint', 'coordinates': [[-79.3464322578459, 43.6596997452837]]}"
552,1828,BE-02431,756,Queen St E,Queen St E,North,Grant St,East,15134,14,Riverside District,Mini,Existing,B3015134,,"{'type': 'MultiPoint', 'coordinates': [[-79.3480127165855, 43.6593452242293]]}"
553,1829,BE-02434,692,Queen St E,Queen St E,North,Hamilton St,East,15137,14,Riverside District,Mini,Existing,B3015137,,"{'type': 'MultiPoint', 'coordinates': [[-79.3504953746049, 43.6587839877032]]}"
554,1830,BE-02435,650,Queen St E,Carroll St,East,Queen St E,North,15138,14,Riverside District,Mini,Existing,B3015138,,"{'type': 'MultiPoint', 'coordinates': [[-79.3522266351637, 43.6585302495122]]}"
555,1831,BE-02436,621,Queen St E,Queen St E,South,East Don Roadway,East,15139,14,Riverside District,Mini,Existing,B3015139,,"{'type': 'MultiPoint', 'coordinates': [[-79.3531229588733, 43.6580596620625]]}"
556,1832,BE-02437,635,Queen St E,Queen St E,South,East Don Roadway,East,15140,14,Riverside District,Mini,Existing,B3015140,,"{'type': 'MultiPoint', 'coordinates': [[-79.3526800076406, 43.6581573687888]]}"
557,1833,BE-02439,777,Queen St E,Queen St E,South,Saulter St,East,15142,14,Riverside District,Mini,Existing,B3015142,,"{'type': 'MultiPoint', 'coordinates': [[-79.3470520985342, 43.6594294467713]]}"
558,1834,BE-02440,755,Queen St E,Queen St E,South,Saulter St,East,15143,14,Riverside District,Mini,Existing,B3015143,,"{'type': 'MultiPoint', 'coordinates': [[-79.3479481494129, 43.6592258615331]]}"
559,1835,BE-02443,590,Rathburn Rd,Rathburn Rd,North,Melbert Rd,West,15150,02,None,Standard,Existing,B0315150,,"{'type': 'MultiPoint', 'coordinates': [[-79.5834321005764, 43.649715875668]]}"
560,1836,BE-02446,3199,Lake Shore Blvd W,Lake Shore Blvd W,South,Twenty First St,West,15159,03,None,Standard,Existing,B0615159,,"{'type': 'MultiPoint', 'coordinates': [[-79.5203034544378, 43.597326410353]]}"
561,1837,BE-02449,2283,Lake Shore Blvd W,Lake Shore Blvd W,South,Louisa St,East,15163,03,None,Standard,Existing,B0615163,,"{'type': 'MultiPoint', 'coordinates': [[-79.4862050461728, 43.6190586914264]]}"
562,1838,BE-02450,2275,Lake Shore Blvd W,Lake Shore Blvd W,South,Fleeceline Rd,West,15172,03,None,Standard,Existing,B0615172,,"{'type': 'MultiPoint', 'coordinates': [[-79.4855149991887, 43.6196964010043]]}"
563,1839,BE-02451,1136,Dupont St,Dupont St,North,Gladstone Ave,West,15096,09,None,Standard,Existing,B1815096,,"{'type': 'MultiPoint', 'coordinates': [[-79.4380859621123, 43.6686862301806]]}"
564,1840,BE-02452,891,Bloor St W,Bloor St W,South,Ossington Ave,West,15098,09,Bloorcourt Village,Mini,Existing,B1915098,,"{'type': 'MultiPoint', 'coordinates': [[-79.4259097028641, 43.6618540377083]]}"
565,1841,BE-02442,741,Queen St E,Queen St E,South,Lewis St,East,15145,14,Riverside District,Mini,Existing,B3015145,,"{'type': 'MultiPoint', 'coordinates': [[-79.348384419946, 43.6591236726305]]}"
566,1842,BE-02454,388,Parliament St,Parliament St,West,Verner Lane,South,15105,13,Cabbagetown,Mini,Existing,B2815105,,"{'type': 'MultiPoint', 'coordinates': [[-79.3668726071697, 43.6612580720496]]}"
567,1843,BE-02455,265,Gerrard St E,Gerrard St E,South,Berkeley St,East,15106,13,Cabbagetown,Mini,Existing,B2815106,,"{'type': 'MultiPoint', 'coordinates': [[-79.3681769790856, 43.6619631375803]]}"
568,1845,BE-02459,5555,Keele St,Keele St,East,Steeles Ave W,South,15114,06,DuKe Heights,Standard,Existing,B0815114,,"{'type': 'MultiPoint', 'coordinates': [[-79.4941606277563, 43.7811414577019]]}"
569,1846,BE-02461,4211,Keele St,Keele St,East,The Pond Rd,North,15117,06,DuKe Heights,Standard,Existing,B0815117,,"{'type': 'MultiPoint', 'coordinates': [[-79.4934519294514, 43.7741764836457]]}"
570,1847,BE-02556,440,Christie St,Davenport Rd,South,Christie St,West,15832,12,None,Standard,Existing,B1215832,,"{'type': 'MultiPoint', 'coordinates': [[-79.4232196054631, 43.6754577488797]]}"
571,1848,BE-02477,2283,Lake Shore Blvd W,Lake Shore Blvd W,South,Louisa St,West,15296,03,None,Standard,Existing,B0615296,,"{'type': 'MultiPoint', 'coordinates': [[-79.4863619712523, 43.6187655973067]]}"
572,1849,BE-02479,2178,Queen St E,Queen St E,North,Maclean Ave,East,15289,19,The Beach,Standard,Existing,B3215289,,"{'type': 'MultiPoint', 'coordinates': [[-79.2907686454597, 43.6720734197168]]}"
573,1888,BE-00163,4121,Lawrence Ave E,Lawrence Ave E,South,Andover Cres,East,01577,24,None,Standard,Existing,B4301577,,"{'type': 'MultiPoint', 'coordinates': [[-79.1932882319525, 43.7667018410291]]}"
574,1889,BE-00165,897,Sheppard Ave W,Sheppard Ave W,South,Wilson Heights Blvd,East,01814,06,None,Standard,Existing,B1001814,,"{'type': 'MultiPoint', 'coordinates': [[-79.4557248114449, 43.7517319533601]]}"
575,1890,BE-00047,450,The West Mall,The West Mall,West,Burnhamthorpe Rd,North,01825,02,None,Standard,Existing,B0301825,,"{'type': 'MultiPoint', 'coordinates': [[-79.567964857559, 43.6472065190954]]}"
576,1891,BE-00053,2696,Bloor St W,Bloor St W,North,Old Mill Rd,East,03101,03,None,Standard,Existing,B0503101,,"{'type': 'MultiPoint', 'coordinates': [[-79.4988441368929, 43.6501915322432]]}"
577,1893,BE-00057,5555,Keele St,Steeles Ave W,South,Keele St,East,04041,06,DuKe Heights,Standard,Existing,B0804041,,"{'type': 'MultiPoint', 'coordinates': [[-79.4938642607836, 43.7815404633444]]}"
578,1894,BE-00059,1411,Islington Ave,Islington Ave,East,Finchley Rd,South,04152,02,None,Standard,Existing,B0404152,,"{'type': 'MultiPoint', 'coordinates': [[-79.5285788460544, 43.6567082782775]]}"
579,1895,BE-00065,2955,Kipling Ave,Steeles Ave W,South,Kipling Ave,West,03396,01,None,Standard,Existing,B0103396,,"{'type': 'MultiPoint', 'coordinates': [[-79.590209176307, 43.7593722827694]]}"
580,1896,BE-00067,671,Martin Grove Rd,Martin Grove Rd,East,Sedgeley Dr,North,00240,02,None,Standard,Existing,B0400240,,"{'type': 'MultiPoint', 'coordinates': [[-79.5652375501382, 43.6795428853642]]}"
581,1897,BE-00069,4,Bell Royal Crt,Royal York Rd,East,Bell Royal Crt,North,00246,02,None,Standard,Existing,B0400246,,"{'type': 'MultiPoint', 'coordinates': [[-79.5223079587662, 43.6726019425721]]}"
582,1898,BE-00071,259,The Kingsway,Royal York Rd,West,Strath Humber Crt,North,03299,02,None,Standard,Existing,B0403299,,"{'type': 'MultiPoint', 'coordinates': [[-79.5180114971058, 43.6619663633057]]}"
583,1899,BE-00075,1532,Royal York Rd,Royal York Rd,West,Yorkleigh Ave,North,01764,02,None,Standard,Existing,B0401764,,"{'type': 'MultiPoint', 'coordinates': [[-79.5320674080296, 43.6943528056408]]}"
584,1900,BE-00079,1178,Weston Rd,Weston Rd,West,Locust St,South,06928,05,Mount Dennis,Standard,Existing,B1106928,,"{'type': 'MultiPoint', 'coordinates': [[-79.4908881620071, 43.6874434581358]]}"
585,1901,BE-00081,3400,Victoria Park Ave,Victoria Park Ave,West,Mcnicoll Ave,North,01932,17,None,Standard,Existing,B2401932,,"{'type': 'MultiPoint', 'coordinates': [[-79.3366440074756, 43.8043991848942]]}"
